单词,条件,M1-1,無声化,M1-2,無声化,M1-3,無声化,F1-1,無声化,F1-2,無声化,F1-3,無声化,M2-1,無声化,M2-2,無声化,M2-3,無声化,M3-1,無声化,M3-2,無声化,M3-3,無声化,F2-1,無声化,F2-2,無声化,F2-3,無声化,F3-1,無声化,F3-2,無声化,F3-3,無声化
ʃikʃix,ʃik,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,,ʃik,半,ʃik,,ʃik,,ʃik,,ʃin,,ʃik,,ʃik,,ʃik,,ʃik,
ʃimǝx,ʃi＋m,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,,ʃi＋m,
ʃimtǝx,ʃim,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,,ʃim,半
ʃilǝx,ʃi＋l,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,,ʃi＋l,
ʃilwuːr,ʃil,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,,ʃil,
ʃitʰɑr,ʃɑ＋tʰ,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,全,ʃɑ＋tʰ,全,ʃɑ＋tʰ,全,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,,ʃɑ＋tʰ,全,ʃɑ＋tʰ,,ʃɑ＋tʰ,全
ʃitʰɑːx,ʃi＋tʰ,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,,无,,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,全,ʃi＋tʰ,全,ʃi＋tʰ,全,ʃi＋tʰ,,ʃi＋tʰ,,ʃi＋tʰ,全,ʃi＋tʰ,全,ʃi＋tʰ,,ʃi＋tʰ,全
ʃɪtɑm,ʃi＋t,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,,ʃi＋t,
ʃitʃknǝx,ʃitʃ,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃi+tʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,,ʃitʃ,
ʃirɑwtar,ʃi＋r,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,,ʃi＋r,
ʃirlax,ʃir,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,,ʃir,
sɔnsɔx,sɔn,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,,sɔn,
sœnɔn,"sɔ＋n ","sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",,"sɔ＋n ",
sɔŋkɔx,sɔŋ,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,半,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,,sɔŋ,半
sɔxɔr,sɔ＋x,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,半,sɔ＋x,半,sɔ＋x,半,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,,sɔ＋x,全
sɔxlɔx,sɔx,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,,sɔx,
sɔktɔx,sɔk,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔx,,sɔk,,sɔk,半,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,,sɔk,
sœlɔx,sɔ＋l,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,,sɔ＋l,
sœlwɔx,sœl,sœl,,sœl,,sœl,,sœl,,sœl,,sœl,,sœw,,sœl,,sœl,,sœl,,sœl,,sœw,,sœl,,sœl,,sœl,,sœl,,sœl,,sœl,
sɔtɔn,sɔ＋t,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,,sɔ＋t,
sɔtlɔx,sɔt,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,,sɔt,
sɔtʃʰmɔk,sɔtʃʰ,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,,sɔtʃʰ,
sɔtʃʰɔx,sɔ＋tʃʰ,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,,sɔ＋tʃʰ,
sɔjɔrxɔl,sɔ＋j,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋tʃʰ,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,,sɔ＋j,
sɔrmʊːs,sɔr,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,,sɔr,
sɔrɔntʃin,sɔ＋r,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,,sɔ＋r,
sʊŋkaːx,sʊŋ,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,,sʊŋ,全
sʊntlax,sʊn,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,,sʊn,
sʊnʊltʰ,sʊ＋n,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,,sʊ＋n,
sʊwlax,sʊw,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,,sœw,,sʊw,,sʊw,,sʊw,,sʊw,,sʊw,
sʊwaŋ,sʊ+w,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sœ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,,sʊ+w,
sʊksarax,sʊk,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,,sʊk,
sʊmtax,sʊm,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,,sɔm,,sʊm,,sʊm,,sʊm,,sʊm,,sʊm,半
sʊlrax,sʊl,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,,sʊl,
sʊlawtʰar,sʊ+l,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,,sʊ+l,
sʊtas,sʊ+t,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,,sʊ+t,
sʊtlal,sʊt,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,,sʊt,
sʊrak,sʊ+r,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,,sʊ+r,
sʊrkaːx,sʊr,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,,sʊr,
sonox,so＋n,so＋n,,so＋n,,so＋n,,su＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,,so＋n,
sontʃin,son,son,,son,,son,,sun,,son,,son,,son,,son,,son,,son,,son,,son,,son,,son,,son,,son,,son,,son,
soŋnox,soŋ,soŋ,,soŋ,,soŋ,,soŋ,,soŋ,,soŋ,,son,,无,,so+n,,soŋ,,soŋ,,son,,sok,,soŋ,,soŋ,,soŋ,,soŋ,,soŋ,
soxrox,sox,sox,,sox,,sox,,sox,,sox,,sox,,sox,全,sox,,sox,,sox,,sox,,sox,,sox,,sox,,sox,,sox,,sox,,sox,
soktox,sok,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,,sok,
somosteː,so+m,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,,so+m,半,so+m,
soslox,sos,sos,,sos,,sos,,so+s,,sos,,sos,,sos,,sos,,so+s,,sos,,sos,,sos,,sos,,sos,,sos,,sos,,sos,,sos,
sosorxok,so+s,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,,so+s,
sorkuːlǝx,sor,sor,,sor,,sor,,sor,,sor,,sor,,sor,,sor,,sor,,无,,sor,,sor,,sor,,sor,,sor,,sor,,sor,,sor,
suntǝrlǝx,sun,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,,sun,全,sun,全
suwlǝx,suw,suw,,suw,,suw,,suw,,suw,,su＋w,,suw,,sul,,suw,,suw,,suw,,suw,,suw,,suw,,suw,,suw,,suw,,suw,
suwǝktʃ,su＋w,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,,su＋w,
suxlǝx,sux,sux,,sux,,sux,,sux,,sux,,sux,,sux,,sux,,suk,,无,,sux,,sux,,sux,,sux,,sux,,sux,,sux,,sux,
suxǝːr,su+x,so+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,全,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,,su+x,
sukliːx,suk,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,,suk,
sumwǝr,sum,sum,,sum,,sum,,sum,全,sum,全,sum,,sum,,sum,,sum,半,sum,,sum,,sum,,sum,,sum,,sum,,sum,,sum,全,sum,
sulwǝː,sul,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,,sul,
susǝk,su＋s,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,,su＋s,
susteː,sus,sus,,sus,,sus,,sus,,sus,,sus,,sus,,su＋s,,sus,,sus,,sus,,sus,,sus,,sus,,sus,,sus,,sus,,sus,
sutʃik,su+tʃ,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,,su+tʃ,
sujǝː,su+j,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,,su+j,半
surǝk,su+r,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,,su+r,
surtʃʰix,sur,sur,,sur,,sur,,sur,,sur,,sur,,sur,,sur,,sur,全,sur,,sur,,sur,,sur,,sur,,sur,,sur,,sur,,sur,
ʃɑŋnɑx,ʃɑŋ,ʃɑk,,ʃɑk,,ʃɑk,,ʃak,,ʃak,,ʃak,,ʃak,,ʃɑŋ,,ʃɑŋ,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃɑŋ,,ʃak,,ʃɑŋ,,ʃak,
ʃɑwʃix,ʃɑw,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,半,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,,ʃɑw,
ʃɑkɑɪx,ʃɑ＋x,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋k,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋k,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,,ʃɑ＋x,
ʃakʃix,ʃak,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,全,ʃak,,ʃak,半,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,,ʃak,半
ʃamʃix,ʃam,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,,ʃam,
ʃælɑk,ʃæ＋l,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,,ʃæ＋l,
ʃalmʊːn,ʃal,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,,ʃal,
ʃɑstʰɑr,ʃɑs,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,全,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,,ʃɑs,
ʃaʃintan,ʃa+ʃ,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,半,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,,ʃa+ʃ,半
ʃatʰaltʃin,ʃa+tʰ,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,半,ʃa+tʰ,全,ʃa+tʰ,半,ʃa+tʰ,,ʃa+tʰ,全,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,,ʃa+tʰ,全,ʃa+tʰ,全,ʃa+tʰ,全
ʃatʰlax,ʃatʰ,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,,ʃatʰ,半
ʃatʃkinax,ʃatʃ,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,,ʃatʃ,
ʃaril,ʃa+r,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,,ʃa+r,
ʃɑrtʃiknɑx,ʃɑr,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,,ʃɑr,
ʃɔŋʃix,ʃɔŋ,ʃʊŋ,,ʃɔŋ,,ʃɔŋ,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔk,,ʃɔŋ,,ʃɔŋ,,ʃɔŋ,,ʃɔŋ,,ʃɔŋ,,ʃɔn,,ʃɔk,,ʃɔn,,ʃɔŋ,,ʃɔŋ,,ʃɔn,
ʃɔntʰkɔr,ʃɔn,ʃʊn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,,ʃɔn,
ʃɔwɔɪx,ʃɔ＋w,ʃʊ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,,ʃɔ＋w,
ʃɔwkɔr,ʃɔw,ʃʊw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃɔw,
ʃɔxɔːrxɔx,ʃɔ+x,ʃʊ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔx,,ʃɔ+x,,ʃɔ+k,,ʃɔ+x,全,ʃɔ+x,全,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,,ʃɔ+x,全,ʃɔ+x,全,ʃɔ+x,全
ʃɔkʃim,ʃɔk,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,,ʃɔk,
ʃɔmwkɔr,ʃɔm,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,,ʃɔm,半,ʃɔm,半
ʃɔlwɔkɔr,ʃɔl,ʃɔ+l,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,
ʃɔtkɔr,ʃɔt,ʃɔw,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔtʰ,,ʃɔt,,ʃɔtʰ,,ʃɔtʰ,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,,ʃɔt,
ʃɔltʃʰkɔr,ʃɔl,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,,ʃɔl,
ʃɔtɔŋ,ʃɔ+t,ʃɔ+tʰ,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,,ʃɔ+t,
ʃɔtʃkinɔx,ʃɔtʃ,ʃʊ+tʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,,ʃɔtʃ,
ʃɔrɔŋ,ʃɔ＋r,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,,ʃɔ＋r,
ʃɔrwɔk,ʃɔr,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,,ʃɔr,
ʃʊŋwax,ʃʊŋ,ʃʊm,,ʃʊm,,ʃʊŋ,,ʃɔm,,ʃʊm,,ʃʊm,,ʃɔm,,ʃɔm,,ʃʊm,,ʃʊŋ,,ʃʊm,,ʃʊm,,ʃɔm,,ʃʊm,,ʃʊŋ,,ʃʊm,,ʃʊm,,ʃʊm,
ʃʊwtkar,ʃʊw,ʃɔw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃɔw,,ʃɔw,,ʃɔw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,,ʃʊw,
