人	重	元音	无声化	无声化（二进制）	音节（说的）	音节（预期）	词	前辅音（预期）	後辅音（预期）	前辅音（说的）	後辅音（说的）	笔记	怎么办？	Exclude
M1	1	u		FALSE	tʃut	tʃut	tʃutrǝx	tʃ	t	tʃ	t			
M1	1	u		FALSE	tʃutʰ	tʃutʰ	tʃutʰkǝl	tʃ	tʰ	tʃ	tʰ			
M1	1	u		FALSE	tʃu+tʃ	tʃu+tʃ	tʃutʃik	tʃ	+tʃ	tʃ	+tʃ			
M1	1	u		FALSE	tʃur	tʃur	tʃurtʃʰin	tʃ	r	tʃ	r			
M1	1	ɑ		FALSE	jɐn	jɐŋ	jɐŋʃix	j	ŋ	j	n			
M1	1	ɑ		FALSE	jɐn	jɐn	jɐntɐx	j	n	j	n			
M1	1	ɑ		FALSE	jɐw	jɐw	jɐwkɐn	j	w	j	w			
M1	1	ɑ		FALSE	jɐ+w	jɐ+w	jɐwɐx	j	+w	j	+w			
M1	1	æ		FALSE	jæxʲ	jæxʲ	jæxʲrɐx	j	xʲ	j	xʲ			
M1	1	æ		FALSE	jæ+xʲ	jæ+xʲ	jæxʲɐrlɐx	j	+xʲ	j	+xʲ			
M1	1	ɑ		FALSE	jɐk	jɐk	jɐkʃix	j	k	j	k			
M1	1	ɑ		FALSE	jɐ+m	jɐ+m	jɐmɐr	j	+m	j	+m			
M1	1	ɑ		FALSE	jɐm	jɐm	jɐmtɐx	j	m	j	m			
M1	1	ɑ		FALSE	jɐl	jɐl	jɐltʰɐn	j	l	j	l			
M1	1	æ		FALSE	jæ+lʲ	jæ+lʲ	jælʲix	j	+lʲ	j	+lʲ	macron at start of word		
M1	1	ɑ		FALSE	jɐs	jɐs	jɐstʰɐn	j	s	j	s	macron at start of word		
M1	1	ɑ		FALSE	jɐ+s	jɐ+s	jɐsɐrxɐk	j	+s	j	+s			
M1	1	ɑ		FALSE	jɐ+t	jɐ+t	jɐtʊ:	j	+t	j	+t			
M1	1	ɑ		FALSE	jɐt	jɐt	jɐtrɐx	j	t	j	t			
M1	1	a		FALSE	jɐ+tʰ	jɐ+tʰ	jɐtʰɐk	j	+tʰ	j	+tʰ			
M1	1	æ		FALSE	jæ+rʲ	jæ+rʲ	jærʲɐx	j	+rʲ	j	+rʲ			
M1	1	ɑ		FALSE	jɐr	jɐr	jɐrʃik	j	r	j	r			
M1	1	ǝ		FALSE	jin	jǝn	jǝntǝr	j	n	j	n			
M1	1	ǝ		FALSE	ji+x	jǝ+x	jǝxǝmsǝk	j	+x	j	+x			
M1	1	ǝ	半	TRUE	jix	jǝx	jǝxtǝx	j	x	j	x			
M1	1	ǝ		FALSE	ji+r	jǝ+r	jǝrǝn	j	+r	j	+r			
M1	1	ǝ		FALSE	jir	jǝr	jǝrtʰeː	j	r	j	r			
M1	1	i	半	TRUE	ji+s	ji+s	jisʊ:l	j	+s	j	+s			
M1	1	i	半	TRUE	jis	jis	jistukǝ:r	j	s	j	s			
M1	1	ɔ		FALSE	jɔŋ	jɔŋ	jɔŋxɔix	j	ŋ	j	ŋ			
M1	1	ɔ		FALSE	jɔn	jɔn	jɔntɔkɔr	j	n	j	n			
M1	1	ɔ		FALSE	jɔp	jɔp	jɔprɔx	j	p	j	p			
M1	1	ɔ		FALSE	jɔk	jɔk	jɔktʰɔlɔx	j	k	j	k			
M1	1	ɔ		FALSE	jɔm	jɔm	jɔmpɔix	j	m	j	m			
M1	1	ɔ		FALSE	jɔl	jɔl	jɔlpɔix	j	l	j	l			
M1	1	ɔ		FALSE	jɔs	jɔs	jɔslɔl	j	s	j	s			
M1	1	ɔ		FALSE	jɔ+s	jɔ+s	jɔsɔrxɔk	j	+s	j	+s			
M1	1	ɔ		FALSE	jɔtʃ	jɔtʃ	jɔtʃlɔx	j	tʃ	j	tʃ			
M1	1	ɔ		FALSE	jɔ+tʃ	jɔ+tʃ	jɔtʃɔ:r	j	+tʃ	j	+tʃ			
M1	1	ɔ		FALSE	jɔr	jɔr	jɔrlɔx	j	r	j	r			
M1	1	ɔ		FALSE	jɔ+r	jɔ+r	jɔrɔk	j	+r	j	+r			
M1	1	ʊ		FALSE	jʊ+k	jʊ+k	jʊkɐx	j	+k	j	+k			
M1	1	ʊ		FALSE	jʊk	jʊk	jʊkmɐl	j	k	j	k			
M1	1	ʊ		FALSE	jʊm	jʊm	jʊmpʊː	j	m	j	m			
M1	1	o		FALSE	jo+k	jo+k	joko:tox	j	+k	j	+k			
M1	1	o		FALSE	jor	jor	jorkox	j	r	j	r			
M1	1	o		FALSE	jo+r	jo+r	joroːl	j	+r	j	+r			
M1	1	u		FALSE	juŋ	juŋ	juŋxkǝr	j	ŋ	j	ŋ			
M1	1	u		FALSE	juː+m	juː+m	jumǝrlǝk	j	+m	j	+m	colon after vowel		1
M1	1	u		FALSE	jul	jul	julxǝkǝr	j	l	j	l			
M1	2	a		FALSE	nɐn	nɐn	nɐntin	n	n	n	n			
M1	2	a		FALSE	nɐw	nɐw	nɐwtʃʰitʰ	n	w	n	w			
M1	2	a		FALSE	nɐ+x	nɐ+x	nɐxiɐ	n	+x	n	+x			
M1	2	æ		FALSE	nɐ+x	næx	næxlɐx	n	x	n	+x			
M1	2	a		FALSE	nɐ+k	nɐ+k	nɐkɐː	n	+k	n	+k			
M1	2	a		FALSE	nɐk	nɐk	nɐktʃkɐr	n	k	n	k			
M1	2	a		FALSE	nɐ+m	nɐ+m	nɐmɐː	n	+m	n	+m			
M1	2	a		FALSE	nɐm	nɐm	nɐmtʰɐr	n	m	n	m			
M1	2	a		FALSE	nɐ+l	nɐ+l	nɐlʊː	n	+l	n	+l			
M1	2	a		FALSE	nɐl	nɐl	nɐlkɐr	n	l	n	l			
M1	2	a		FALSE	nɐs	nɐs	nɐstʰɐn	n	s	n	s			
M1	2	a		FALSE	nɐ+s	nɐ+s	nɐsɐːn	n	+s	n	+s			
M1	2	a		FALSE	nɐtʰ	nɐtʰ	nɐtʰkɐx	n	tʰ	n	tʰ			
M1	2	a		FALSE	nɐ+t	nɐ+t	nɐtɐːr	n	+t	n	+t			
M1	2	a		FALSE	nɐt	nɐt	nɐttʰæː	n	t	n	t			
M1	2	a		FALSE	nɐ+tʃʰ	nɐ+tʃʰ	nɐtʃʰɪn	n	+tʃʰ	n	+tʃʰ			
M1	2	a		FALSE	nɐtʃ	nɐtʃ	nɐtʃkɐi	n	tʃ	n	tʃ			
M1	2	a		FALSE	nɐ+j	nɐ+j	nɐjɐːd	n	+j	n	+j			
M1	2	a		FALSE	nɐj	nɐj	nɐjtʊkɐːr	n	j	n	j			
M1	2	a		FALSE	nɐr	nɐr	nɐrʃɪx	n	r	n	r			
M1	2	a		FALSE	nɐ+r	nɐ+r	nɐrɐːn	n	+r	n	+r			
M1	2	æ		FALSE	næ+r	næ+r	nærʲɪn	n	+r	n	+r			
M1	2	æ		FALSE	næŋ	næŋ	næŋkʲɐd	n	ŋ	n	ŋ			
M1	2	ǝ		FALSE	nǝw	nǝw	nǝwtʰǝrxeː	n	w	n	w			
M1	2	ǝ		FALSE	nǝx	nǝx	nǝxmǝl	n	x	n	x			
M1	2	ǝ		FALSE	nǝ+x	nǝ+x	nǝxǝx	n	+x	n	+x			
M1	2	ǝ		FALSE	nǝ+k	nǝ+k	nǝkǝntʰ	n	+k	n	+k			
M1	2	ǝ		FALSE	nǝk	nǝk	nǝktukǝːr	n	k	n	k			
M1	2	ǝ		FALSE	nǝ+m	nǝ+m	nǝmǝx	n	+m	n	+m			
M1	2	ǝ		FALSE	nǝm	nǝm	nǝmnǝx	n	m	n	m			
M1	2	ǝ		FALSE	nǝ+l	nǝ+l	nǝlǝːt	n	+l	n	+l			
M1	2	ǝ		FALSE	nǝl	nǝl	nǝlkǝr	n	l	n	l			
M1	2	ǝ		FALSE	nǝs	nǝs	nǝsruːn	n	s	n	s			
M1	2	ǝ		FALSE	nǝtʰ	nǝtʰ	nǝtʰkǝr	n	tʰ	n	tʰ			
M1	2	ǝ		FALSE	nǝ+tʰ	nǝ+tʰ	nǝtʰiːx	n	+tʰ	n	+tʰ			
M1	2	ǝ		FALSE	nǝ+r	nǝ+r	nǝrǝx	n	+r	n	+r			
M1	2	ǝ		FALSE	nǝr	nǝr	nǝrlǝx	n	r	n	r			
M1	2	ǝ		FALSE	nǝŋ	nǝŋ	nǝŋtʃɪx	n	ŋ	n	ŋ			
M1	2	i		FALSE	niw	niw	niwʃɪrtʰǝl	n	w	n	w			
M1	2	ɿ		FALSE	nɿkʲ	nɿkʲ	nɿkʲʃɪx	n	kʲ	n	kʲ			
M1	2	i		FALSE	nim	nim	nimpæː	n	m	n	m			
M1	2	ɿ		FALSE	nɿ+lʲ	nɿ+lʲ	nɿlʲʊːn	n	+lʲ	n	+lʲ			
M1	2	i		FALSE	nil	nil	niltʃʰkɐi	n	l	n	l			
M1	2	ɪ		FALSE	nɪs	nɪs	nɪslɐx	n	s	n	s			
M1	2	i		FALSE	ni+s	ni+s	nisʊltʰ	n	+s	n	+s			
M1	2	i		FALSE	ni+ʃ	ni+ʃ	niʃʊːn	n	+ʃ	n	+ʃ			
M1	2	ɪ		FALSE	nɪt	nɪt	nɪtnɐːn	n	t	n	t			
M1	2	ɪ		FALSE	nɪtʃʰ	nɪtʃʰ	nɪtʃʰlɐx	n	tʃʰ	n	tʃʰ			
M1	2	ɪ		FALSE	nɪ+tʃʰ	nɪ+tʃʰ	nɪtʃʰɐːx	n	+tʃʰ	n	+tʃʰ			
M1	2	i		FALSE	nitʃ	nitʃ	nitʃkǝːt	n	tʃ	n	tʃ			
M1	2	i		FALSE	ni+tʃ	ni+tʃ	nitʃiknǝx	n	+tʃ	n	+tʃ			
M1	2	i		FALSE	ni+r	ni+r	nirɐi	n	+r	n	+r			
M1	2	i		FALSE	nir	nir	nirkǝx	n	r	n	r			
M1	2	i		FALSE	niŋ	niŋ	niŋtʃɪn	n	ŋ	n	ŋ			
M1	2	ɔ		FALSE	nɔw	nɔw	nɔwʃrɔx	n	w	n	w			
M1	2	ɔ		FALSE	nɔ+x	nɔ+x	nɔxɔi	n	+x	n	+x			
M1	2	ɔ		FALSE	nɔ+k	nɔ+k	nɔkɔː	n	+k	n	+k			
M1	2	ɔ		FALSE	nɔk	nɔk	nɔktʰlɔx	n	k	n	k			
M1	2	ɔ		FALSE	nɔm	nɔm	nɔmxɔn	n	m	n	m			
M1	2	œ		FALSE	nœ+mʲ	nœ+mʲ	nœmʲɔn	n	+mʲ	n	+mʲ			
M1	2	œ		FALSE	nœ+lʲ	nœ+lʲ	nœlʰɔk	n	+lʲ	n	+lʲ			
M1	2	ɔ		FALSE	nɔl	nɔl	nɔltʃʰikɔr	n	l	n	l			
M1	2	ɔ		FALSE	nɔtʃʰ	nɔtʃʰ	nɔtʃʰtʰɔi	n	tʃʰ	n	tʃʰ			
M1	2	ɔ		FALSE	nɔ+tʃʰ	nɔ+tʃʰ	nɔtʃʰɔx	n	+tʃʰ	n	+tʃʰ			
M1	2	ɔ		FALSE	nɔ+tʃ	nɔ+tʃ	nɔtʃɔːn	n	+tʃ	n	+tʃ			
M1	2	ɔ		FALSE	nɔ+j	nɔ+j	nɔjɔn	n	+j	n	+j			
M1	2	ɔ		FALSE	nɔj	nɔj	nɔjlɔx	n	j	n	j			
M1	2	ɔ		FALSE	nɔ+r	nɔ+r	nɔrɔx	n	+r	n	+r			
M1	2	ɔ		FALSE	nɔr	nɔr	nɔrkɔːx	n	r	n	r			
M1	2	ʊ		FALSE	nʊn	nʊn	nʊntɐk	n	n	n	n			
M1	2	ʊ		FALSE	nʊ+x	nʊ+x	nʊxɐx	n	+x	n	+x			
M1	2	ʊ		FALSE	nʊx	nʊx	nʊxlɐx	n	x	n	x			
M1	2	ʊ		FALSE	nʊ+k	nʊ+k	nʊkɐrxæː	n	+k	n	+k			
M1	2	ʊ		FALSE	nʊk	nʊk	nʊkrɐl	n	k	n	k			
M1	2	ʊ		FALSE	nʊ+m	nʊ+m	nʊmɐltʃɪn	n	+m	n	+m			
M1	2	ʊ		FALSE	nʊm	nʊm	nʊmlɐx	n	m	n	m			
M1	2	ʊ		FALSE	nʊ+l	nʊ+l	nʊlɐk	n	+l	n	+l			
M1	2	ʊ		FALSE	nʊl	nʊl	nʊlmɐx	n	l	n	l			
M1	2	ʊ		FALSE	nʊ+tʰ	nʊ+tʰ	nʊtʰɐk	n	+tʰ	n	+tʰ			
M1	2	ʊ		FALSE	nʊtʰ	nʊtʰ	nʊtʰlɐx	n	tʰ	n	tʰ			
M1	2	ʊ		FALSE	nʊt	nʊt	nʊtrɐk	n	t	n	t	space character		
M1	2	ʊ		FALSE	nʊ+r	nʊ+r	nʊrɐx	n	+r	n	+r			
M1	2	ʊ		FALSE	nʊr	nʊr	nʊrʃɪx	n	r	n	r			
M1	2	ʊ		FALSE	nʊŋ	nʊŋ	nʊŋʃɪx	n	ŋ	n	ŋ			
M1	2	o		FALSE	nox	nox	noxwor	n	x	n	x			
M1	2	o		FALSE	no+x	no+x	noxox	n	+x	n	+x			
M1	2	o		FALSE	no+k	no+k	nokoː	n	+k	n	+k			
M1	2	o		FALSE	nok	nok	noktʃʰix	n	k	n	k			
M1	2	o		FALSE	no+m	no+m	nomor	n	+m	n	+m			
M1	2	o		FALSE	nom	nom	nomrox	n	m	n	m			
M1	2	o		FALSE	no+l	no+l	noloː	n	+l	n	+l			
M1	2	o		FALSE	no+tʃ	no+tʃ	notʃit	n	+tʃ	n	+tʃ			
M1	2	o		FALSE	notʃ	notʃ	notʃrox	n	tʃ	n	tʃ	space character		
M1	2	o		FALSE	no+r	no+r	norox	n	+r	n	+r			
M1	2	o		FALSE	nor	notʃ	norlox	n	tʃ	n	r	space character		
M1	2	o		FALSE	nux	no+r	nuxlǝx	n	+r	n	x			
M1	2	u		FALSE	num	num	numtʃǝk	n	m	n	m			
M1	2	u		FALSE	nu+s	nu+s	nusǝr	n	+s	n	+s			
M1	2	u		FALSE	nu+t	nu+t	nutǝx	n	+t	n	+t			
M1	2	u		FALSE	nu+tʃ	nu+tʃ	nutʃiknǝx	n	+tʃ	n	+tʃ			
M1	2	u		FALSE	nutʃ	nutʃ	nutʃkǝntʰǝl	n	tʃ	n	tʃ			
M1	2	u		FALSE	nur	nur	nurkix	n	r	n	r			
M1	2	a		FALSE	pɐn	pɐn	pɐntɐkɐr	p	n	p	n			
M1	2	a		FALSE	pɐp	pɐp	pɐpnɐx	p	p	p	p			
M1	2	a		FALSE	pɐ+p	pɐ+p	pɐpɐix	p	+p	p	+p			
M1	2	a		FALSE	pɐx	pɐx	pɐxtʰɐi	p	x	p	x			
M1	2	a		FALSE	pɐ+x	pɐ+x	pɐxɐrmɐːr	p	+x	p	+x			
M1	2	a		FALSE	pɐ+k	pɐ+k	pɐkɐltʃʊːr	p	+k	p	+k			
M1	2	a		FALSE	pɐk	pɐk	pɐklɐx	p	k	p	k			
M1	2	a		FALSE	pɐm	pɐm	pɐmpɐr	p	m	p	m			
M1	2	a		FALSE	pɐ+l	pɐ+l	pɐlɐr	p	+l	p	+l			
M1	2	a		FALSE	pɐl	pɐl	pɐlrɐx	p	l	p	l			
M1	2	a		FALSE	pɐ+s	pɐ+s	pɐsɐx	p	+s	p	+s			
M1	2	a		FALSE	pɐs	pɐs	pɐstɐk	p	s	p	s			
M1	2	a		FALSE	pɐtʰ	pɐtʰ	pɐtʰlɐx	p	tʰ	p	tʰ			
M1	2	a	半	TRUE	pɐ+tʰ	pɐ+tʰ	pɐtʰɐtʰkɐl	p	+tʰ	p	+tʰ	space character		
M1	2	a		FALSE	pɐ+t	pɐ+t	pætʲɐrtʃʰɪn	p	+t	p	+t			
M1	2	a		FALSE	pɐt	pɐt	pɐtrɐx	p	t	p	t			
M1	2	a		FALSE	pɐ+tʃʰ	pɐ+tʃʰ	pɐtʃʰɪmtɐx	p	+tʃʰ	p	+tʃʰ			
M1	2	a		FALSE	pɐtʃʰ	pɐtʃʰ	pɐtʃʰlɐx	p	tʃʰ	p	tʃʰ			
M1	2	a		FALSE	pɐ+tʃ	pɐ+tʃ	pɐtʃɐːx	p	+tʃ	p	+tʃ	space character		
M1	2	a		FALSE	pɐtʃ	pɐtʃ	pɐtʃlɐx	p	tʃ	p	tʃ			
M1	2	a		FALSE	pɐj	pɐj	pɐjtʃix	p	j	p	j			
M1	2	a		FALSE	pɐ+j	pɐ+j	pɐjɐr	p	+j	p	+j			
M1	2	a		FALSE	pɐ+r	pɐ+r	pɐrɐx	p	+r	p	+r			
M1	2	a		FALSE	pɐr	pɐr	pɐrtɐm	p	r	p	r			
M1	2	ǝ		FALSE	pǝn	pǝn	pǝntʰeː	p	n	p	n			
M1	2	ǝ		FALSE	pǝ+n	pǝ+n	pǝnǝːn	p	+n	p	+n			
M1	2	ǝ		FALSE	pǝm	pǝ+p	pǝpǝix	p	+p	p	m			
M1	2	ǝ		FALSE	pǝp	pǝp	pǝpnǝx	p	p	p	p			
M1	2	ǝ		FALSE	pǝx	pǝx	pǝxlǝx	p	x	p	x			
M1	2	ǝ		FALSE	pǝ+x	pǝ+x	pǝxǝːn	p	+x	p	+x			
M1	2	ǝ		FALSE	pǝk	pǝk	pǝktʰǝrǝx	p	k	p	k			
M1	2	ǝ		FALSE	pǝm	pǝm	pǝmpǝix	p	m	p	m			
M1	2	ǝ		FALSE	pǝ+l	pǝ+l	pǝlǝk	p	+l	p	+l			
M1	2	ǝ		FALSE	pǝl	pǝl	pǝltʃʰǝːr	p	l	p	l			
M1	2	ǝ		FALSE	pǝs	pǝs	pǝsrǝk	p	s	p	s			
M1	2	ǝ		FALSE	pǝ+t	pǝ+tʰ	pǝtʰǝk	p	+tʰ	p	+t			
M1	2	ǝ		FALSE	pǝtʰ	pǝtʰ	pǝtʰrǝx	p	tʰ	p	tʰ			
M1	2	ǝ		FALSE	pǝtʃʰ	pǝtʃʰ	pǝtʃʰtʰeː	p	tʃʰ	p	tʃʰ			
M1	2	ǝ		FALSE	pǝj	pǝj	pǝjlǝx	p	j	p	j			
M1	2	ǝ		FALSE	pǝ+j	pǝ+j	pǝjǝːn	p	+j	p	+j			
M1	2	ǝ		FALSE	pǝr	pǝr	pǝrpiːx	p	r	p	r			
M1	2	ǝ		FALSE	pǝ+r	pǝ+r	pǝrǝːt	p	+r	p	+r			
M1	2	i		FALSE	pin	pin	pintrjɐː	p	n	p	n			
M1	2	i		FALSE	pim	pim	pimwɐː	p	m	p	m			
M1	2	i		FALSE	pi+l	pi+l	pilǝk	p	+l	p	+l			
M1	2	ɪ		FALSE	pɪl	pɪl	pɪlxɐx	p	l	p	l	space character		
M1	2	i		FALSE	piʃ	piʃ	piʃrǝx	p	ʃ	p	ʃ			
M1	2	i		FALSE	pi+ʃ	pi+ʃ	piʃilkɐːl	p	+ʃ	p	+ʃ			
M1	2	i		FALSE	pi+tʰ	pi+tʰ	pitʰuː	p	+tʰ	p	+tʰ			
M1	2	i		FALSE	pitʰ	pitʰ	pitʰkiː	p	tʰ	p	tʰ			
M1	2	i		FALSE	pit	pit	pitnʊːs	p	t	p	t			
M1	2	ɪ		FALSE	pɪ+t	pɪ+t	pɪtʊː	p	+t	p	+t			
M1	2	ɪ		FALSE	pɪtʃʰ	pɪtʃʰ	pɪtʃʰxɐn	p	tʃʰ	p	tʃʰ			
M1	2	i		FALSE	pi+tʃʰ	pi+tʃʰ	pitʃʰik	p	+tʃʰ	p	+tʃʰ			
M1	2	i		FALSE	pi+tʃ	pi+tʃ	pitʃir	p	+tʃ	p	+tʃ			
M1	2	i		FALSE	pitʃ	pitʃ	pitʃrʊː	p	tʃ	p	tʃ			
M1	2	ɪ		FALSE	pɪ+r	pɪ+r	pɪrʊː	p	+r	p	+r			
M1	2	ɪ		FALSE	pɪr	pɪr	pɪrlɐk	p	r	p	r			
M1	2	ɔ		FALSE	pɔn	pɔn	pɔntʰkɔr	p	n	p	n			
M1	2	ɔ		FALSE	pɔ+w	pɔ+w	pɔwɔix	p	+w	p	+w			
M1	2	ɔ		FALSE	pɔw	pɔw	pɔwkɔnɔx	p	w	p	w			
M1	2	œ		FALSE	pœx	pœx	pœxtʰɔx	p	x	p	x			
M1	2	œ		FALSE	pœ+x	pœ+x	pœxʲirtʰɔl	p	+x	p	+x			
M1	2	œ		FALSE	pœ+k	pœ+k	pœkʲɔn	p	+k	p	+k			
M1	2	ɔ		FALSE	pɔk	pɔk	pɔktʃʰlɔx	p	k	p	k			
M1	2	ɔ		FALSE	pɔm	pɔm	pɔmpkɔr	p	m	p	m			
M1	2	ɔ		FALSE	pɔl	pɔl	pɔlmɔːr	p	l	p	l			
M1	2	œ		FALSE	pœ+l	pœ+l	pœlʲɔx	p	+l	p	+l			
M1	2	ɔ		FALSE	pɔ+s	pɔ+s	pɔsɔː	p	+s	p	+s			
M1	2	ɔ		FALSE	pɔs	pɔs	pɔslɔk	p	s	p	s			
M1	2	ɔ		FALSE	pɔ+ʃ	pɔ+ʃ	pɔʃɔk	p	+ʃ	p	+ʃ			
M1	2	ɔ		FALSE	pɔ+tʰ	pɔ+tʰ	pɔtʰɔk	p	+tʰ	p	+tʰ			
M1	2	ɔ		FALSE	pɔ+t	pɔ+t	pɔtɔx	p	+t	p	+t			
M1	2	ɔ		FALSE	pɔt	pɔt	pɔtlɔk	p	t	p	t			
M1	2	ɔ		FALSE	pɔ+r	pɔ+r	pɔrɔːn	p	+r	p	+r			
M1	2	ɔ		FALSE	pɔr	pɔr	pɔrlɔx	p	r	p	r			
M1	2	ɔ		FALSE	pɔŋ	pɔŋ	pɔŋxkɔr	p	ŋ	p	ŋ			
M1	2	ʊ		FALSE	pʊp	pʊp	pʊpkɐnɐx	p	p	p	p			
M1	2	ʊ		FALSE	pʊ+x	pʊ+x	pʊxʲɐntɐl	p	+x	p	+x			
M1	2	ʊ		FALSE	pʊx	pʊx	pʊxʲnɐx	p	x	p	x			
M1	2	ʊ		FALSE	pʊ+k	pʊ+k	pʊkʊiwtʃʰ	p	+k	p	+k			
M1	2	ʊ		FALSE	pʊk	pʊk	pʊklɐx	p	k	p	k			
M1	2	ʊ		FALSE	pʊm	pʊm	pʊmpɐix	p	m	p	m			
M1	2	ʊ		FALSE	pʊ+l	pʊ+l	pʊlɐːx	p	+l	p	+l			
M1	2	ʊ		FALSE	pʊl	pʊl	pʊlʃlɐx	p	l	p	l			
M1	2	ʊ		FALSE	pʊs	pʊs	pʊsnʲɐx	p	s	p	s			
M1	2	ʊ		FALSE	pʊ+s	pʊ+s	pʊsɐt	p	+s	p	+s			
M1	2	ʊ		FALSE	pʊ+ʃ	pʊ+ʃ	pʊʃʊː	p	+ʃ	p	+ʃ			
M1	2	ʊ		FALSE	pʊtʰ	pʊtʰ	pʊtʰlɐx	p	tʰ	p	tʰ			
M1	2	ʊ		FALSE	pʊ+tʰ	pʊ+tʰ	pʊtʰɐrxɐi	p	+tʰ	p	+tʰ			
M1	2	ʊ		FALSE	pʊ+t	pʊ+t	pʊtɐː	p	+t	p	+t			
M1	2	ʊ		FALSE	pʊt	pʊt	pʊtmɐl	p	t	p	t			
M1	2	ʊ		FALSE	pʊ+tʃʰ	pʊ+tʃʰ	pʊtʃʰɐːx	p	+tʃʰ	p	+tʃʰ			
M1	2	ʊ		FALSE	pʊtʃʰ	pʊtʃʰ	pʊtʃʰlɐx	p	tʃʰ	p	tʃʰ			
M1	2	ʊ		FALSE	pʊ+tʃ	pʊ+tʃ	pʊtʃɐr	p	+tʃ	p	+tʃ			
M1	2	ʊ		FALSE	pʊtʃ	pʊtʃ	pʊtʃkɐi	p	tʃ	p	tʃ			
M1	2	ʊ		FALSE	pʊ+j	pʊ+j	pʊjɐntʰɐɪ	p	+j	p	+j			
M1	2	ʊ		FALSE	pʊr	pʊr	pʊrkɐːs	p	r	p	r			
M1	2	ʊ		FALSE	pʊ+r	pʊ+r	pʊrʊː	p	+r	p	+r			
M1	2	ʊ		FALSE	pʊŋ	pʊŋ	pʊŋxlɐx	p	ŋ	p	ŋ			
M1	2	o		FALSE	pon	pon	pontʰkor	p	n	p	n			
M1	2	o		FALSE	po+p	po+p	popoːltʃ	p	+p	p	+p			
M1	2	o		FALSE	pox	pox	poxtʃʰin	p	x	p	x			
M1	2	o		FALSE	po+x	po+x	poxoix	p	+x	p	+x			
M1	2	o		FALSE	po+k	po+k	pokot	p	+k	p	+k			
M1	2	o		FALSE	pok	pok	poklorox	p	k	p	k			
M1	2	o		FALSE	pom	pom	pompok	p	m	p	m			
M1	2	o		FALSE	pol	pol	poltʃʰkor	p	l	p	l			
M1	2	o		FALSE	po+l	po+l	poloːn	p	+l	p	+l			
M1	2	o		FALSE	po+tʰ	po+tʰ	potʰoːl	p	+tʰ	p	+tʰ			
M1	2	o		FALSE	potʰ	potʰ	potʰmoːr	p	tʰ	p	tʰ			
M1	2	o		FALSE	po+t	po+t	poton	p	+t	p	+t			
M1	2	o		FALSE	po+tʃ	po+tʃ	potʃik	p	+tʃ	p	+tʃ			
M1	2	o		FALSE	potʃ	potʃ	potʃkonox	p	tʃ	p	tʃ			
M1	2	o		FALSE	por	por	portʰoix	p	r	p	r			
M1	2	o		FALSE	pon	poŋ	poŋʃix	p	ŋ	p	n			
M1	2	o		FALSE	pup	po+tʃ	pupnǝx	p	+tʃ	p	p			
M1	2	o		FALSE	pu+x	potʃ	puxǝl	p	tʃ	p	+x			
M1	2	u		FALSE	puk	puk	puktʃʰɪm	p	k	p	k			
M1	2	u		FALSE	pul	pul	pultʰkǝr	p	l	p	l			
M1	2	u		FALSE	pu+l	pu+l	pulǝx	p	+l	p	+l			
M1	2	u		FALSE	pus	pus	pusluːr	p	s	p	s			
M1	2	u		FALSE	pu+s	pu+s	pusǝːn	p	+s	p	+s			
M1	2	u		FALSE	pu+tʰ	pu+tʰ	putʰǝx	p	+tʰ	p	+tʰ			
M1	2	u		FALSE	putʰ	putʰ	putʰmǝːr	p	tʰ	p	tʰ			
M1	2	u		FALSE	pu+t	pu+t	putuːn	p	+t	p	+t			
M1	2	u		FALSE	put	put	putrǝx	p	t	p	t			
M1	2	u		FALSE	putʃʰ	putʃʰ	putʃʰlǝx	p	tʃʰ	p	tʃʰ			
M1	2	u		FALSE	pu+tʃʰ	pu+tʃʰ	putʃʰǝːn	p	+tʃʰ	p	+tʃʰ			
M1	2	u		FALSE	pur	pur	purxǝx	p	r	p	r			
M1	2	u		FALSE	pu+r	pu+r	purǝx	p	+r	p	+r			
M1	2	u		FALSE	puŋ	puŋ	buŋxkǝr	p	ŋ	p	ŋ			
M1	2	a		FALSE	pʰɐn	pʰɐn	pʰɐnsɐtʃɪn	pʰ	n	pʰ	n			
M1	2	a		FALSE	pʰɐk	pʰɐk	pʰɐktɐkɐr	pʰ	k	pʰ	k			
M1	2	a		FALSE	pʰɐm	pʰɐm	pʰɐmpɐkɐr	pʰ	m	pʰ	m			
M1	2	a		FALSE	pʰɐl	pʰɐl	pʰɐltʰɐkɐr	pʰ	l	pʰ	l			
M1	2	a		FALSE	pʰɐl	pʰɐs	pʰɐskix	pʰ	s	pʰ	l			
M1	2	a		FALSE	NA	pʰɐ+t	pʰɐtɐŋ	pʰ	+t	NA	NA			
M1	2	a		FALSE	NA	pʰɐt	pʰɐtrɐŋ	pʰ	t	NA	NA			
M1	2	a		FALSE	pʰɐtʃʰ	pʰɐtʃʰ	pʰɐtʃʰkɪnǝx	pʰ	tʃʰ	pʰ	tʃʰ			
M1	2	a		FALSE	pʰɐr	pʰɐr	pʰɐrkɪx	pʰ	r	pʰ	r			
M1	2	ǝ		FALSE	pʰǝs	pʰǝs	pʰǝskɪx	pʰ	s	pʰ	s			
M1	2	ǝ		FALSE	pʰǝr	pʰǝr	pʰǝrtʃiknǝx	pʰ	r	pʰ	r			
